,cell_diameter,cell_length,doubling_h,growth_tmp,optimum_tmp,optimum_ph,genome_size,gc_content,coding_genes,rRNA16S_genes,tRNA_genes
Zotu10239,0.1257,0.1541,0.9198,28.09,27.66,7.037,6080000,66.54,3806,3.475,53.35
Zotu1024,-0.1744,0.3096,1.068,38.18,39.04,7.183,4200000,52.88,3947,2.357,49.86
Zotu10240,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu10241,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu10242,-0.04893,0.5687,0.8953,29.01,27.9,7.86,8680000,69.49,10400,3.671,70.55
Zotu10243,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.81,3346,1.684,47.91
Zotu10244,-0.3373,0.2779,0.386,28.61,28.8,7.297,3750000,66.2,4284,2.305,53.44
Zotu10245,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3390000,41.82,3045,1.744,46.72
Zotu10246,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10247,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu10248,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10249,-0.3811,0.5213,0.3714,29.31,30.02,6.892,5200000,44.16,5868,3.509,53.25
Zotu1025,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu10250,-0.08173,0.5796,0.7953,47.31,51.67,7.542,5180000,59.86,3211,2.041,48.85
Zotu10251,-0.09987,0.2699,1.382,27.7,30.41,7.183,6.00E+06,62.35,5332,1.369,49.26
Zotu10252,-0.09783,0.04525,0.7909,30.12,29.39,6.835,5920000,69.8,4603,2.561,48.34
Zotu10253,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu10254,-0.2497,0.3291,0.63,48.27,49.75,7.055,2870000,56.64,2797,2.782,51.19
Zotu10255,-0.05618,0.3035,1.178,43.26,38.55,7.167,3870000,54.62,3701,1.967,49.4
Zotu10256,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu10257,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu10258,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3910000,55.8,2943,1.932,48.33
Zotu10259,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu1026,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10260,-0.3169,0.1439,1.002,26.82,34.91,5.847,6130000,59.04,4002,1.412,47.99
Zotu10261,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10262,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu10263,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu10264,-0.3342,0.5855,0.3262,26.88,29.8,7.283,5770000,43.11,4149,3.039,41.84
Zotu10265,-0.3911,0.4063,0.5201,39.8,40.13,6.953,3390000,41.82,3045,1.744,46.72
Zotu10266,-0.06798,0.5798,0.8953,28.86,27.9,7.86,9690000,69.08,10100,3.565,70.55
Zotu10267,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10268,-0.3342,0.5855,0.3262,26.88,29.8,7.283,5770000,43.11,4149,3.039,41.84
Zotu10269,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu1027,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10270,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu10271,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10272,-0.09736,0.3789,0.7531,46.07,48.19,7.261,1100000,45.42,1337,2.226,44.95
Zotu10273,-0.1349,0.07502,0.7286,31.72,31.43,6.693,4790000,55.86,3063,1.473,48.58
Zotu10274,-0.3169,0.1439,1.002,26.82,34.91,5.847,6130000,59.04,4002,1.412,47.99
Zotu10275,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10276,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu10277,-0.1999,0.1317,0.7378,30.18,31.76,7.191,4150000,61,4117,2.041,48
Zotu10278,-0.1173,0.5937,0.8953,30.1,30.37,7.86,8570000,66.47,7465,2.645,57.6
Zotu10279,-0.1187,0.5969,0.8953,30.09,30.48,7.802,8450000,66.23,7352,2.613,57.21
Zotu1028,-0.1744,0.3096,1.068,38.18,39.04,7.183,4200000,52.88,3947,2.357,49.86
Zotu10280,-0.1493,0.5362,0.8953,30.86,30.66,7.86,9380000,67.92,7465,2.645,57.6
Zotu10281,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu10282,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10283,-0.09736,0.3789,0.7531,46.07,48.19,7.261,885000,47.05,946.5,2.226,42.76
Zotu10284,-0.3093,0.177,0.6168,35.33,34.79,5.364,2450000,59.66,4057,2.232,49.27
Zotu10285,-0.1457,0.6069,0.8953,30.64,31.56,7.548,6850000,63.07,5937,2.529,53.22
Zotu10286,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu10287,-0.09987,0.2699,1.382,27.36,30.41,7.183,6080000,64.41,4587,2.139,49.87
Zotu10288,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10289,-0.07537,0.3311,0.7855,30.05,32.41,7.017,6220000,66.92,5067,5.04,61.17
Zotu1029,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5210000,43.11,4149,3.039,41.84
Zotu10290,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu10291,-0.3093,0.177,0.6168,35.33,34.79,5.364,2450000,59.66,4057,2.232,49.27
Zotu10292,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu10293,-0.3378,0.3546,0.6989,42.75,40.84,6.908,3330000,49.44,3098,2.119,48.04
Zotu10294,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu10295,-0.1855,0.1459,0.9006,51.88,50.16,7.16,3820000,56.05,2978,1.788,48.15
Zotu10296,-0.09097,0.5246,1.082,27.86,37.79,7.167,5270000,63.73,8390,1.655,54.08
Zotu10297,-0.1806,0.6071,0.8772,27.99,29.22,7.548,9560000,69.83,7418,3.521,67.56
Zotu10298,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10299,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu103,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu1030,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10300,-0.3169,0.1439,1.002,26.82,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu10301,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu10302,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu10303,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu10304,-0.09626,0.4132,0.8953,29.4,30.66,7.86,10700000,67.92,7465,2.645,57.6
Zotu10305,-0.1457,0.6069,0.8772,29.02,29.9,7.548,6700000,69.01,5631,2.491,52.14
Zotu10306,-0.1742,0.2331,0.5464,24.01,25.55,6.896,5710000,41.1,4731,3.745,55.13
Zotu10307,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10308,-0.1302,0.3657,0.6867,46.96,48.57,7.207,3080000,53.65,2828,2.49,48.97
Zotu10309,-0.3335,0.3555,0.3714,33.37,35.94,6.791,5070000,43.37,4504,2.958,48.7
Zotu1031,-0.251,0.2404,0.7286,37.47,36.11,6.874,3730000,52.26,3281,1.918,48.12
Zotu10310,-0.3093,0.177,0.6168,40.96,34.79,5.364,2450000,59.66,4057,2.232,49.27
Zotu10311,-0.1454,0.4097,0.8053,23.97,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu10312,-0.1252,0.2544,0.6168,28.27,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu10313,-0.3169,0.1439,1.002,26.82,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu10314,-0.1032,0.2113,1.174,37,31.71,7.087,6800000,63.15,5855,3.134,58.92
Zotu10315,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu10316,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5710000,43.11,4149,3.039,41.84
Zotu10317,-0.4483,0.1591,0.3714,29.79,29.17,6.973,5670000,44.55,5771,3.71,54.77
Zotu10318,-0.2442,0.3301,0.3754,32.2,32.52,7.171,3530000,61.27,3398,2.378,49.18
Zotu10319,-0.1168,0.3541,0.9008,33.01,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu1032,-0.1913,-0.07137,0.717,27,26.34,7.504,8580000,72.06,6993,6.242,71
Zotu10320,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu10321,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10322,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10323,-0.2951,0.3109,0.5892,55.28,56.71,6.977,2530000,46.55,2424,2.435,49.49
Zotu10324,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu10325,-0.3353,-0.04344,0.7062,28.7,27.33,7.331,4130000,61,4814,2.045,49.33
Zotu10326,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu10327,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu10328,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10329,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu1033,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu10330,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu10331,-0.3811,0.5213,0.3714,29.31,30.02,6.892,5200000,44.16,5868,3.509,53.25
Zotu10332,-0.3033,-0.2723,0.9889,27.58,26.37,6.768,4870000,67.94,4205,1.954,46.8
Zotu10333,-0.09736,0.3789,0.7531,46.07,47.66,7.261,3150000,52.66,2834,2.404,48.48
Zotu10334,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10335,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu10337,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu10338,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10339,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu1034,-0.1537,0.2266,0.717,32.17,37.36,7.613,6110000,69.37,7036,3.354,54.98
Zotu10340,-0.251,0.2404,0.7286,37.47,34.03,6.874,3540000,55.46,3692,1.918,48.95
Zotu10341,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu10342,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu10343,-0.1173,0.5937,0.8953,30.1,30.37,7.86,8570000,66.47,7465,2.645,57.6
Zotu10344,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu10345,-0.4496,0.1459,1.689,42.94,42.51,7.088,3760000,53.41,2730,1.61,47.64
Zotu10346,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10347,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu10348,-0.3568,0.2513,0.4323,33.01,29.95,6.831,4360000,65.74,3968,2.105,49.81
Zotu10349,-0.1187,0.5969,0.8953,30.09,30.48,7.802,8450000,66.23,7352,2.613,57.21
Zotu1035,-0.1999,0.1317,0.7378,30.18,31.76,7.191,4150000,61,4117,2.041,48
Zotu10350,-0.09987,0.2699,1.382,27.7,30.41,7.183,6.00E+06,62.35,5332,1.369,49.26
Zotu10351,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu10352,0.191,0.2577,0.9977,26.55,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu10353,-0.3439,0.4608,0.3714,29.33,29.97,6.798,5890000,44.33,5771,3.71,54.77
Zotu10354,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10355,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10356,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu10357,-0.08173,0.5796,0.7953,48.11,48.5,7.542,5820000,59.35,3830,2.354,48.45
Zotu10358,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10359,-0.3357,0.367,0.7184,42.76,35.85,7,2900000,42.91,3194,2.111,48.76
Zotu1036,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10360,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10361,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu10362,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10363,-0.3365,0.3497,0.7015,43.47,41.41,6.883,3750000,49.58,3117,1.903,47.56
Zotu10364,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu10365,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu10366,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10367,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu10368,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu10369,-0.3089,0.2763,0.5936,54.94,55,6.769,2590000,46.32,2501,2.26,48.93
Zotu1037,-0.3982,0.2473,0.3714,29.79,29.43,6.93,5670000,44.55,5771,3.71,54.77
Zotu10370,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10371,-0.3169,0.1439,1.002,26.82,34.91,5.847,6130000,59.04,4002,1.412,47.99
Zotu10372,-0.09987,0.2699,1.382,27.7,30.41,7.183,6360000,62.93,5487,1.56,49.91
Zotu10373,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10374,-0.3982,0.2473,0.3714,29.79,29.43,6.93,5670000,44.55,5771,3.71,54.77
Zotu10375,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10376,-0.334,0.3497,0.7175,42.7,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10377,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu10378,-0.3356,0.3496,0.767,43.46,39.45,6.521,3350000,51.95,3051,1.903,47.49
Zotu10379,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu1038,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu10380,-0.163,0.6025,0.8772,28.49,28.65,7.548,9320000,69.55,7386,3.421,68.74
Zotu10381,-0.251,0.2404,0.7286,37.47,34.03,6.874,3480000,54.97,3692,1.918,48.95
Zotu10382,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10383,0.01559,0.1257,1.014,29.3,28.41,6.322,6270000,56.83,4988,1.618,54.21
Zotu10384,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu10385,-0.3811,0.5213,0.3714,29.31,30.02,6.892,5200000,44.16,5868,3.509,53.25
Zotu10386,-0.2572,0.1783,0.6168,39.24,35.94,6.599,3920000,62.52,4057,2.232,49.27
Zotu10387,0.191,0.2577,0.9977,24.09,26.22,6.084,8760000,59.98,5311,2.103,58.59
Zotu10388,-0.2848,0.225,0.6168,35.62,30.25,7.041,4910000,62.52,4057,2.232,49.27
Zotu10389,-0.04893,0.5687,0.8953,29.24,27.9,7.86,8680000,69.49,10400,3.671,70.55
Zotu1039,-0.06249,0.2317,0.7559,27.06,31.89,7.025,8180000,70.21,6435,3.539,55.81
Zotu10390,-0.1216,0.262,0.7953,53.45,54.75,7.472,4060000,59.86,3211,2.041,48.85
Zotu10391,-0.3089,0.2763,0.5936,54.94,55,6.769,2590000,46.32,2501,2.26,48.93
Zotu10392,-0.3659,0.04596,0.2169,27.35,27.02,7.084,6320000,62.82,4338,2.79,57.18
Zotu10394,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu10395,-0.06798,0.5798,0.8953,28.86,27.9,7.86,9690000,69.08,10100,3.565,70.55
Zotu10396,-0.1349,0.07502,0.7286,31.72,31.43,6.693,4790000,55.86,3063,1.473,48.58
Zotu10397,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu10398,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10399,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu104,-0.2127,0.1575,0.6168,45.25,44.25,7.216,3330000,61.66,3365,2.033,48.49
Zotu1040,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10400,-0.076,0.2954,0.4165,27.95,29.74,6.983,5700000,65.02,5303,2.888,58.75
Zotu10401,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10402,-0.3982,0.2473,0.3714,29.79,29.43,6.93,5670000,44.55,5771,3.71,54.77
Zotu10403,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10404,-0.251,0.2404,0.7286,37.47,34.03,6.874,3480000,54.97,3692,1.918,48.95
Zotu10405,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu10406,-0.3745,0.5125,0.3714,29.28,30,6.885,5910000,44.33,5771,3.71,54.77
Zotu10407,-0.334,0.3497,0.7175,32.25,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10408,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu10409,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu1041,-0.1007,0.1713,0.8099,27.84,29.4,6.982,5250000,64.11,4512,2.178,49.87
Zotu10410,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu10412,-0.08441,0.05938,0.7752,29.85,29.34,6.915,5800000,69.53,4669,2.716,49.03
Zotu10413,-0.334,0.3497,0.7175,42.7,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10414,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10415,-0.4296,0.1191,0.386,27.07,28.59,7.417,3580000,57.42,3314,4.418,61.11
Zotu10416,-0.3398,0.299,0.386,31.55,29.15,7.264,3890000,65.76,4284,2.305,53.44
Zotu10417,-0.09987,0.2699,1.382,27.7,30.41,7.183,6.00E+06,62.35,5332,1.369,49.26
Zotu10418,-0.3342,0.5855,0.3262,27.87,29.8,7.283,7170000,43.11,4149,3.039,41.84
Zotu10419,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu1042,-0.2979,0.1006,0.7559,43.86,45.75,7.402,6320000,70.44,5253,4.626,56.21
Zotu10420,-0.334,0.3497,0.7175,42.7,40.46,6.883,3480000,48.56,3186,2.098,48.56
Zotu10421,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu10422,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10423,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu10424,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10425,-0.2659,0.1267,0.7559,28.88,27.7,6.73,3420000,71.07,4431,2.195,48.2
Zotu10426,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10427,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu10428,-0.339,0.3364,0.3714,31.71,30.89,6.738,5740000,45.34,5831,4.091,57.48
Zotu10429,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu1043,-0.3357,0.367,0.7184,42.76,35.85,7,2900000,42.91,3194,2.111,48.76
Zotu10430,-0.3094,0.6305,0.3262,26.81,29.8,7.283,5210000,43.11,4149,3.039,41.84
Zotu10431,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3910000,55.8,2943,1.932,48.33
Zotu10432,-0.2232,0.194,0.6168,42.3,40.65,7.06,4160000,61.64,3777,2.166,49.16
Zotu10433,-0.1187,0.5969,0.8953,30.09,30.48,7.802,8450000,66.23,7352,2.613,57.21
Zotu10434,-0.04399,0.05994,0.7408,29.77,29.09,6.878,5880000,68.74,4806,2.777,49.58
Zotu10435,-0.334,0.3497,0.7175,32.25,40.46,6.883,5870000,66.62,4908,1.779,48.33
Zotu10436,-0.3093,0.177,0.6168,40.96,34.79,5.364,2190000,59.66,4057,2.232,49.27
Zotu10437,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu10438,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,71.26,3777,2.166,49.16
Zotu10439,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu1044,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu10440,-0.1216,0.262,0.7953,53.25,54.55,7.252,3870000,56.7,3006,1.97,48.65
Zotu10441,-0.05618,0.3035,1.178,37.53,38.55,7.167,4110000,54.62,3701,1.967,49.4
Zotu10442,-0.3875,0.2621,0.8624,41.98,40.65,6.648,4590000,55.41,3118,1.903,47.56
Zotu10443,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10444,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu10445,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu10446,-0.2734,-0.08384,0.717,27.92,32.25,6.916,8780000,72.04,8362,6.074,66.37
Zotu10447,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10448,-0.3342,0.5855,0.3262,26.88,29.8,7.283,5770000,43.11,4149,3.039,41.84
Zotu10449,-0.1216,0.262,0.7953,49.6,51.67,7.542,4850000,59.86,3211,2.041,48.85
Zotu1045,-0.3505,0.1512,0.9745,34.34,38.88,6.077,5190000,59.04,4002,1.412,47.99
Zotu10451,-0.251,0.2404,0.7286,37.47,31.34,6.874,4560000,57.39,4051,1.895,50.78
Zotu10452,-0.3607,0.3504,0.6989,41.19,40.32,6.908,3800000,47.44,3086,2.022,48.03
Zotu10454,-0.2695,0.3059,1.597,24.28,22.97,6.973,5160000,33.68,2999,4.86,53.46
Zotu10455,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu10456,-0.1904,0.3363,0.3714,28.62,29.73,7.213,5160000,45.02,4001,3.021,42.77
Zotu10457,-0.5337,0.06631,0.5464,28.93,32.24,7.354,5250000,38.88,4316,3.638,52.32
Zotu10458,-0.251,0.2404,0.7286,37.47,31.34,6.874,4300000,58.35,4051,1.895,50.78
Zotu10459,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu1046,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10460,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,61.64,3777,2.166,49.16
Zotu10461,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu10462,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10463,-0.359,0.05029,0.3235,27.21,31.29,7.265,3520000,62.23,3308,2.391,49.22
Zotu10464,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu10465,-0.1995,0.1002,0.7559,30.18,32.14,7.014,6600000,68.9,5475,2.967,51.6
Zotu10466,-0.3672,0.3205,0.5464,25.66,28.7,6.908,4910000,39.76,4159,3.462,51.92
Zotu10467,-0.4483,0.1591,0.3714,29.79,29.17,6.973,5670000,44.55,5771,3.71,54.77
Zotu10468,-0.3356,0.3496,0.767,43.46,38.31,6.728,4890000,50.66,3118,1.903,47.56
Zotu10469,-0.1944,0.1307,0.8099,28.83,30.37,7.161,4520000,62.98,4371,2.164,48.78
Zotu1047,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu10470,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,7630000,58.16,3658,1.423,47.9
Zotu10471,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu10472,-0.09622,0.1673,0.8099,27.55,29.82,7.042,4840000,63.37,4392,2.164,49.46
Zotu10473,-0.01984,0.08859,1.014,29.4,29.08,6.322,7260000,54.3,5258,1.965,52.83
Zotu10474,-0.1091,0.4132,0.3714,29.75,28.29,6.873,5670000,44.55,5771,3.71,54.77
Zotu10475,-0.08173,0.5796,0.7953,48.11,48.5,7.542,5820000,59.35,3830,2.354,48.45
Zotu10476,-0.08487,0.4097,0.8053,29.29,31.02,7.632,3960000,57.86,3489,1.489,45.52
Zotu10477,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
